BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,M_MORTDUE,M_VALUE,M_YOJ,M_DEROG,M_DELINQ,M_CLAGE,M_NINQ,M_CLNO,M_DEBTINC
0,14600,16535,46993,HomeImp,Office,24,0,0,260.8915332,0,20,28.1898371,0,0,0,0,0,0,0,0,0
0,21900,63967,102113,DebtCon,Office,10,0,0,107.4498947,2,19,36.1837344,0,0,0,1,0,0,0,0,0
0,10600,37742,64334,DebtCon,Mgr,9,0,1,102.2991169,0,25,37.54125788,0,0,1,1,1,1,1,1,0
0,6500,59000,70886,NotProvided,NotProvided,7,0,0,199.8017542,0,16,23.47088075,1,0,1,1,1,1,1,1,0
0,10300,46609,63812,DebtCon,Other,1,0,0,184.7884163,2,13,29.14003137,0,0,0,0,0,0,0,0,0
0,27900,113843,156282,DebtCon,ProfExe,7,0,0,109.9596262,2,27,33.94246485,0,0,0,0,0,0,0,0,0
0,11400,25751,44849,HomeImp,Mgr,6,0,0,163.2745947,0,9,23.48111664,1,0,0,1,1,0,1,0,0
1,14000,64000,78000,NotProvided,ProfExe,7.4,0,0,174.4333333,0,20,33.83467117,0,0,0,0,0,0,0,0,1
1,26100,73525,115006,DebtCon,Office,3,1,4,106.6522984,0,6,22.50817251,0,1,0,0,1,0,0,0,0
0,15000,18000,163580,HomeImp,Self,7,0,0,304.3666667,0,27,21.72081838,0,0,0,0,0,0,0,0,1
0,9100,59430,76897,HomeImp,Other,5,0,1,246.0951091,1,16,37.47092338,0,0,0,0,0,0,0,0,0
1,20100,16755,29412,HomeImp,Other,3,1,0,62.0501108,2,21,58.1321829,0,0,0,0,0,0,0,0,0
0,21500,58646,90807,DebtCon,Other,17,0,0,196.8087927,1,22,31.69796036,0,0,0,0,0,0,0,0,0
0,7600,12476,28593,HomeImp,Office,20,0,0,180.1689373,0,16,35.58340317,1,0,0,0,0,0,0,0,0
0,43200,120310,178938,DebtCon,Self,10,0,0,196.2815792,0,5,40.16548813,0,0,0,0,0,0,0,0,0
0,24000,111488,163796,DebtCon,Mgr,15,0,0,185.8020505,0,25,32.22967397,0,0,0,0,0,0,0,0,0
0,23100,109498,156191,DebtCon,Mgr,15,0,0,186.2019963,0,25,33.79421161,0,0,0,0,0,0,0,0,0
1,2400,34863,47471,HomeImp,Mgr,12,0,0,70.49108003,1,21,38.26360073,0,0,0,0,0,0,0,0,0
0,30000,20000,38000,DebtCon,Other,0.9,0,0,59.83333333,0,7,28.64082373,0,0,0,0,0,0,0,0,1
1,12000,59099,82000,DebtCon,Other,10,0,2,219.1333333,0,33,41.42859751,0,0,0,0,0,0,0,0,1
0,40500,145127,205613,HomeImp,ProfExe,5,0,0,143.1288344,0,30,35.3375454,0,0,0,0,0,0,0,0,0
0,28500,73188,111925,HomeImp,Other,5,0,0,123.6131744,11,21,44.52055475,0,0,0,1,1,0,0,0,0
0,11900,89595,107895,HomeImp,Mgr,9,0,0,250.4682419,0,24,30.30538811,0,0,0,0,0,0,0,0,0
0,26500,240782,267675,HomeImp,Self,6,0,0,229.3070258,1,50,37.740919,0,0,0,0,0,0,0,0,0
0,12700,72164,104220,DebtCon,Office,10,0,0,165.4307821,0,13,37.53996336,0,0,0,0,0,0,0,0,0
0,23500,90246,119320,DebtCon,Other,22,0,0,239.2596449,1,26,41.33669648,0,0,0,0,0,0,0,0,0
0,9600,45240,60136,DebtCon,Other,2,0,1,83.06675091,0,19,38.45430002,0,0,0,0,0,0,0,0,0
0,20000,83205,132000,DebtCon,Other,11,0,0,97.4,3,15,40.17061829,0,0,0,0,0,0,0,0,1
0,8200,29461,50061,HomeImp,Other,10,0,0,296.9016386,1,13,33.63213652,1,0,0,0,0,0,0,0,0
0,15900,107336,120451,DebtCon,Other,1,0,0,123.4655194,2,21,37.99240801,0,0,0,0,0,0,0,0,0
0,25700,85417,98179,HomeImp,NotProvided,7,0,0,122.1333333,0,4,30.82947717,0,0,0,1,1,1,1,1,0
0,20800,27453,49041,DebtCon,Other,0,0,0,296.3963289,0,24,37.06995687,0,0,0,1,1,0,1,0,0
0,17600,67285,90816,DebtCon,Other,1,1,2,104.5928669,2,25,35.59225354,0,0,0,0,0,0,0,0,0
1,14600,21340,44605,DebtCon,Office,13,0,0,126.7304283,0,5,36.46319167,0,0,0,0,0,0,0,0,0
0,18900,68315,98175,HomeImp,Mgr,14,0,0,161.3333333,0,28,34.53125999,0,0,0,0,0,0,0,0,1
0,15500,20800,173566,HomeImp,Self,6,0,0,292.0341855,0,26,25.56288193,0,0,0,0,0,0,0,0,0
0,36300,35072,74829,DebtCon,ProfExe,4,1,0,195.5596417,2,18,23.01985524,0,0,0,0,0,0,0,0,0
0,11000,74596,98000,HomeImp,ProfExe,6,0,0,108.5333333,1,27,23.99235335,0,0,0,0,0,0,0,0,1
0,8400,41656,51846,HomeImp,Office,10,0,0,190.0175026,0,19,25.76896503,0,0,0,1,1,0,1,0,0
0,26300,25530,79885,DebtCon,Other,12,1,1,105.6387889,2,26,29.92863683,0,0,1,0,0,0,0,0,0
0,28300,137159,186153,DebtCon,Mgr,0,0,0,112.1728125,0,38,29.87473149,0,0,0,1,1,0,1,0,0
0,25100,137489,168216,DebtCon,Other,7,1,0,211.2089809,1,20,34.76794885,0,0,0,0,0,0,0,0,0
1,2000,22608,26809,NotProvided,NotProvided,18,1,3,295.8666667,0,10,19.01244637,0,1,0,1,1,1,1,1,1
1,9900,88236,104953,DebtCon,ProfExe,1,0,0,51.64870524,0,2,28.62263209,0,0,0,0,0,0,0,0,0
0,13800,77130,127000,DebtCon,ProfExe,15,0,0,296.3333333,0,19,38.50140657,0,0,0,0,0,0,0,0,1
0,27300,127260,212953,DebtCon,ProfExe,9,0,0,244.1654213,3,26,21.24119477,0,0,0,0,0,0,0,0,0
0,19300,146465,192854,DebtCon,ProfExe,13,0,0,110.6488068,1,23,29.97557603,0,0,0,1,1,0,0,0,0
0,5000,80153,97275,DebtCon,Other,1,0,0,120.6750632,2,10,37.51270841,0,0,0,0,0,0,0,0,0
0,40700,11541,64714,HomeImp,Office,11,1,0,298.6485317,0,19,16.5302805,0,0,1,0,0,0,0,0,0
0,11600,50433,107092,DebtCon,ProfExe,5,0,1,225.1816913,0,9,24.95259473,0,0,0,0,0,0,0,0,0
0,17700,50886,106673,HomeImp,Other,2,0,2,57.09065961,1,10,40.85911311,0,0,0,0,0,0,0,0,0
0,14800,48910,70039,DebtCon,Other,8,0,1,94.97159599,3,48,30.92050169,0,0,0,0,0,0,0,0,0
0,11600,89205,128462,DebtCon,Office,10,0,0,128.1235975,0,21,37.52332471,0,0,0,0,0,0,0,0,0
0,14400,79288,92391,DebtCon,ProfExe,8,0,1,341.5015591,1,41,39.4354969,0,0,0,0,0,0,1,0,0
0,10200,8907,59814,HomeImp,Other,7,2,0,364.4309474,1,22,16.06424538,0,0,0,0,0,0,0,0,0
0,25200,18000,68083,DebtCon,Other,26,0,0,128.4230865,0,8,21.05500114,1,0,0,0,0,0,0,0,0
0,5000,25896,36375,HomeImp,Other,3,0,0,266.8,1,26,33.02714356,1,0,0,0,0,0,0,0,1
0,10400,78320,100017,DebtCon,Other,10,0,0,167.4225397,4,21,41.97487828,0,0,0,0,0,0,0,0,0
0,14900,36120,57095,DebtCon,ProfExe,4,0,0,239.0236755,1,35,38.17162353,0,0,0,0,0,0,0,0,0
0,19100,51994,66467,DebtCon,Other,7,0,0,100.1818877,3,15,41.15508261,0,0,0,0,0,0,0,0,0
1,15700,149305,181960,DebtCon,ProfExe,25,0,2,382.8588359,0,71,38.22834475,0,1,0,0,0,0,0,0,0
1,3200,48603,61000,HomeImp,ProfExe,28,0,4,122.0333333,1,25,40.76740141,0,0,0,0,0,0,0,0,1
0,7000,58114,93391,HomeImp,ProfExe,6,0,0,200.0777551,1,24,31.73651179,0,0,0,0,0,0,0,0,0
0,13500,59941,69336,HomeImp,Other,29,1,2,182.6956696,1,24,35.51267298,0,0,0,0,0,0,0,0,0
0,13700,86161,106737,HomeImp,Other,22,0,0,135.3327036,4,23,29.40952403,0,0,0,0,0,0,0,0,0
1,15000,79000,108000,HomeImp,Other,0.4,0,0,385.5,3,31,41.95642972,0,0,0,0,0,0,0,0,1
0,12900,50636,57838,DebtCon,Other,0,1,0,187.8253233,1,13,28.81347094,0,0,0,0,0,0,0,0,0
0,24400,16600,28900,HomeImp,Other,24,0,0,81.16666667,2,15,29.54928351,1,0,0,0,0,0,0,0,1
0,24100,61811,97086,DebtCon,Other,6,0,0,222.6265908,1,19,34.68253701,0,0,0,0,0,0,0,0,0
1,9700,73085,92000,DebtCon,Other,8,0,3,173.5,0,34,33.90232001,0,0,0,0,0,0,0,0,1
0,13900,57700,74350,DebtCon,NotProvided,8.5,0,0,137.7840036,0,7,37.3082467,0,0,0,1,1,1,1,1,1
0,46200,117227,174882,DebtCon,Self,12,0,0,195.6411868,0,5,40.62161928,0,0,0,0,0,0,0,0,0
0,17500,49968,68025,HomeImp,Office,3,0,0,126.0794526,0,18,34.10902705,0,0,0,0,0,0,0,0,0
0,23300,89847,136259,DebtCon,ProfExe,11,0,0,210.0161196,0,21,29.77994226,0,0,1,0,0,0,0,0,0
0,17600,88661,114922,DebtCon,Other,13,0,0,152.7540102,1,7,36.76627363,0,0,0,0,0,0,0,0,0
1,3000,34542,45900,HomeImp,Mgr,8.5,0,2,62.36666667,0,10,17.42563348,0,0,0,0,0,0,0,0,1
0,14200,46320,62044,DebtCon,Other,6,0,0,106.9838955,2,49,29.05790842,0,0,0,0,0,0,0,0,0
1,11000,62227,81250,DebtCon,Office,9,0,5,123.7666667,3,34,30.85972432,0,0,0,0,0,0,0,0,1
0,11100,43167,60209,DebtCon,Other,3,0,1,80.36819698,0,20,37.49079882,0,0,0,0,0,0,0,0,0
0,11900,117550,144178,DebtCon,ProfExe,15,0,1,170.9458328,1,32,29.09998121,0,0,0,1,0,0,0,0,0
0,21700,8606,75530,DebtCon,Office,15,0,0,257.1207218,0,21,38.7392189,0,0,1,0,0,0,0,0,0
1,25900,21852,57518,HomeImp,Other,2,0,0,80.16847942,2,11,31.98368604,0,0,0,0,0,0,0,0,0
0,22700,108488,139559,HomeImp,ProfExe,11,0,0,190.9727785,0,23,34.08001623,0,0,0,0,0,0,0,0,0
1,25000,117500,165000,DebtCon,ProfExe,17.5,0,3,239.4,1,27,48.27759122,0,0,0,0,0,0,0,0,1
0,6900,97662,110046,HomeImp,Office,24,0,0,111.1233973,0,11,37.25315085,0,0,0,0,0,0,0,0,0
0,7600,48829,62357,DebtCon,Office,3,0,1,92.94135782,2,12,35.67227361,0,0,0,0,0,0,0,0,0
0,11500,104610,118861,DebtCon,Other,18,0,1,203.7002024,1,16,37.59695145,0,0,0,0,0,0,0,0,0
1,3000,60792,14100,HomeImp,Other,1,0,0,104.2,0,19,39.27246634,1,0,0,0,0,0,0,0,1
0,16300,69327,102426,HomeImp,ProfExe,8,0,0,246.7546661,1,12,36.4090945,0,0,0,0,0,0,0,0,0
0,27600,60039,86166,DebtCon,Office,0,0,0,100.9493217,0,23,33.82093404,0,0,0,0,0,0,0,0,0
0,14900,72637,103297,DebtCon,Other,4,2,0,83.46608634,0,20,22.55303962,0,0,0,0,0,0,0,0,0
0,29400,119256,160683,DebtCon,ProfExe,6,0,0,109.121197,3,27,33.30176289,0,0,0,0,0,0,0,0,0
0,22500,94000,143254,NotProvided,NotProvided,13,0,0,225.1666667,0,15,23.37450457,1,0,1,1,1,1,1,1,1
0,17000,12613,85000,DebtCon,Other,21,0,0,226.3666667,3,41,30.74672437,0,0,0,0,0,0,0,0,1
0,9300,63566,70551,DebtCon,ProfExe,14,0,0,138.3373521,0,19,42.48370297,0,0,0,0,0,0,0,0,0
0,7700,32243,36369,HomeImp,ProfExe,12,0,0,180.4157867,0,13,21.72081838,0,0,0,0,0,0,0,0,0
0,13000,53951,70095,HomeImp,Other,28,0,3,212.3869245,1,24,36.72874424,0,0,0,0,0,0,0,0,0
0,5300,47449,63895,HomeImp,Office,19,0,0,208.162714,0,20,19.7621137,0,0,0,0,0,0,0,0,0
0,32900,37265,76154,DebtCon,Other,7,0,1,128.7311432,2,23,34.85797706,0,0,0,1,1,0,1,0,0
0,50000,27793,78703,HomeImp,Self,10,0,0,179.5666667,1,22,40.31508349,1,0,0,0,0,0,0,0,1
0,10900,51990,76918,HomeImp,Other,0,0,1,180.8181023,0,12,29.55540653,0,0,0,0,0,0,0,0,0
1,10000,16288,48600,DebtCon,Other,24,0,0,268.8333333,1,16,37.06575888,0,0,0,0,0,0,0,0,1
1,17200,50742,71000,DebtCon,Other,15,0,0,81.2741558,0,0,35.02885642,0,0,0,0,0,1,0,0,1
1,38000,94083,132791,DebtCon,Self,10,0,1,212.992728,0,64,62.80173209,0,0,0,0,0,0,0,0,0
0,17200,103519,118074,DebtCon,Other,0,0,0,102.6786125,1,21,41.41835285,0,0,0,0,0,0,0,0,0
0,27100,20497,74244,DebtCon,Other,24,1,2,93.06034262,1,25,27.36133981,0,0,1,0,0,0,0,0,0
0,7200,79946,113807,DebtCon,Office,1,0,0,238.458825,0,37,18.61728869,0,0,0,0,0,0,0,0,0
0,15000,54257,94000,NotProvided,Other,5,0,0,186.7,1,10,39.56664624,1,0,1,0,0,0,0,0,1
0,30200,124000,171366,DebtCon,Mgr,13,0,0,176.5,2,28,38.12081057,0,0,0,0,0,0,0,0,1
0,24500,80072,107559,DebtCon,Other,18,0,0,194.8774602,0,12,39.21016963,0,0,0,0,0,0,0,0,0
1,21900,108000,144940,DebtCon,Other,13,0,0,260.7666667,1,22,41.29838663,0,0,0,0,0,0,0,0,1
0,9800,63891,72980,DebtCon,ProfExe,7,0,0,32.41493353,2,24,39.37186986,0,0,0,0,0,0,0,0,0
0,23000,91732,140728,DebtCon,ProfExe,28,0,0,203.9066776,0,21,27.69223742,0,0,1,0,0,0,0,0,0
0,18000,72152,102671,HomeImp,ProfExe,7,0,0,84.63934821,0,16,32.88687522,0,0,0,0,0,0,0,0,0
0,46900,91672,158953,DebtCon,Other,16,0,0,221.1323632,8,19,38.10922752,0,0,0,0,0,0,0,0,0
0,10000,96000,112200,NotProvided,Office,16,1,0,258.7333333,0,16,31.89390379,0,0,0,0,0,0,0,0,1
0,20600,16174,28635,DebtCon,ProfExe,5,0,0,102.9868632,0,18,19.44718515,1,0,0,0,0,0,0,0,0
0,25500,135728,178942,DebtCon,Mgr,0,0,0,133.9564941,7,38,32.42562995,0,0,0,1,1,0,1,0,0
0,21900,104379,144850,HomeImp,NotProvided,4,0,0,111.2350118,1,11,38.01073398,0,0,1,1,1,1,1,1,0
0,5500,78059,78179,DebtCon,NotProvided,5,0,1,127.7666667,0,20,20.67931358,0,0,0,1,1,1,1,1,0
0,9400,57000,70000,DebtCon,Other,4,0,0,179.5666667,2,17,29.34392109,0,0,0,0,0,0,0,0,1
0,5100,85583,115341,HomeImp,ProfExe,7,0,0,177.9582551,1,28,26.25797013,0,0,0,0,0,0,0,0,0
0,21600,39000,54212,DebtCon,Other,23,0,1,303.4333333,0,19,36.44893885,1,0,1,0,0,0,0,0,1
0,11900,97506,110902,DebtCon,Other,17,0,1,196.568128,2,15,37.99899138,0,0,0,0,0,0,0,0,0
0,20500,41899,65418,DebtCon,Office,12,0,2,113.4824598,1,22,43.20659883,0,0,0,0,0,0,0,0,0
0,9400,103973,119817,DebtCon,Other,18,0,2,182.6166394,2,16,37.33797719,0,0,0,0,0,0,0,0,0
1,32000,33148,69965,DebtCon,ProfExe,13,2,4,112.5108654,3,27,36.02150867,0,0,0,0,0,0,0,0,0
0,10100,114590,215784,HomeImp,ProfExe,2,0,0,123.1691828,0,14,27.84508378,0,0,0,0,0,0,0,0,0
0,7000,74795,99149,HomeImp,Other,1,0,1,175.5714428,0,32,34.44966467,0,0,0,0,0,0,0,0,0
1,20000,78500,109725,DebtCon,ProfExe,9.8,0,1,117.6666667,2,30,31.08561766,0,0,0,1,0,0,0,0,1
0,5000,39000,50340,HomeImp,Office,10,0,0,179.8333333,0,19,29.8556335,0,0,0,1,1,0,1,0,1
0,27200,70730,93752,DebtCon,Office,8,0,0,165.9193329,0,20,36.17090549,0,0,0,0,0,0,0,0,0
1,22300,91183,135000,DebtCon,Office,9,0,7,236.9619925,0,36,51.5173853,1,0,0,1,1,1,1,1,1
0,27200,110470,180982,DebtCon,Sales,17,0,0,295.4714492,1,30,34.7669497,0,0,0,0,0,0,0,0,0
1,15000,62100,40000,DebtCon,ProfExe,1,0,0,111.6,2,13,33.31906189,0,0,0,0,0,0,0,0,1
0,9600,45158,55455,DebtCon,Other,15,0,0,82.71313688,0,12,30.931518,0,0,0,0,0,0,0,0,0
0,32800,35458,78116,DebtCon,Other,9,0,0,126.5177052,0,23,33.68805656,0,0,0,1,1,0,1,0,0
0,7600,77518,83727,DebtCon,NotProvided,4,0,0,20.23333333,0,4,22.65514029,0,0,0,1,1,1,1,1,0
0,9500,59494,75930,HomeImp,Other,0,0,0,98.99850784,0,6,36.88843637,0,0,0,0,0,0,0,0,0
0,13800,85969,101664,HomeImp,ProfExe,0,0,0,68.58368974,0,19,36.83942264,0,0,0,0,0,0,0,0,0
0,69700,192163,293901,DebtCon,Self,10,0,0,222.1475256,2,24,29.03823599,0,0,0,0,0,0,0,0,0
1,7900,67222,75189,HomeImp,Other,4,0,0,95.67687269,0,23,36.97971203,0,0,0,0,0,0,0,0,0
0,10300,74624,96697,DebtCon,Office,7,0,0,217.2353212,3,28,41.51130079,0,0,0,0,0,0,0,0,0
0,13300,14212,57608,DebtCon,ProfExe,3,0,0,322.004542,0,16,15.91676921,0,0,0,0,0,0,0,0,0
0,10600,44696,57686,DebtCon,Office,0,0,0,170.3409741,0,20,37.79255503,0,0,0,0,0,0,0,0,0
0,19000,75673,100335,HomeImp,ProfExe,8,0,0,93.15954491,0,16,33.51848053,0,0,0,0,0,0,0,0,0
0,22000,70139,95042,DebtCon,Other,2,0,0,97.90858291,2,29,32.52452824,0,0,0,0,0,0,0,0,0
0,6300,45582,89005,DebtCon,NotProvided,2,0,0,209.3580469,4,30,29.59595551,0,0,0,0,0,0,0,0,0
0,28900,135770,188368,DebtCon,ProfExe,0,1,0,229.7532224,2,19,40.63187139,0,0,0,0,0,0,0,0,0
1,12900,94000,118359,DebtCon,Office,8,0,1,205.9333333,0,19,26.45752445,0,1,0,0,0,0,0,0,1
0,18500,42683,68000,DebtCon,Office,3,0,0,229.3,0,12,34.57184425,0,0,0,0,0,0,0,0,1
0,13700,12577,41075,DebtCon,Mgr,7,0,0,133.5420141,0,10,22.96477273,0,0,0,0,0,0,0,0,0
1,2000,38770,62250,HomeImp,Sales,16,0,0,115.8,0,13,24.39371452,1,0,0,0,0,0,0,0,1
0,8600,57727,70828,HomeImp,Other,5,0,0,87.84531097,3,19,41.75352499,0,0,0,0,0,0,0,0,0
0,19300,98769,121140,HomeImp,Mgr,0,0,1,313.9245154,0,20,43.08554305,0,0,0,0,0,0,0,0,0
1,11800,67678,108092,HomeImp,ProfExe,13,0,7,126.6582316,0,36,37.16268969,0,0,0,0,0,0,0,0,0
0,25200,94712,127247,DebtCon,Office,8,0,0,166.82201,0,30,39.02592642,0,0,0,0,0,0,0,0,0
0,28300,126942,166797,DebtCon,Mgr,0,0,0,244.7222846,1,23,33.394854,0,0,0,0,0,0,0,0,0
0,8600,61468,72143,DebtCon,NotProvided,19,0,0,163.2988598,0,11,31.92576655,0,0,0,0,0,0,0,0,0
0,41500,97536,158739,DebtCon,Other,13,1,1,212.7744345,3,31,42.30190724,0,0,0,1,0,0,0,0,0
1,15000,29000,105000,HomeImp,Other,7,0,4,97.66666667,1,8,34.84415543,0,0,0,0,0,0,0,0,1
1,13000,152029,173750,HomeImp,ProfExe,20,0,0,19.33333333,7,5,36.43872408,0,0,0,0,0,0,0,0,1
0,25100,21490,71571,DebtCon,Other,14,1,1,101.9251329,1,25,30.44411926,0,0,1,0,0,0,0,0,0
0,17800,39686,67246,DebtCon,NotProvided,5,0,0,114.183555,1,10,27.5758097,0,0,0,0,0,0,0,0,0
0,8400,77916,93589,DebtCon,ProfExe,0,0,0,139.3401702,1,12,27.87387062,0,0,0,1,1,1,1,1,0
0,14800,76875,95893,DebtCon,Other,4,2,0,88.75457479,0,21,24.22469542,0,0,0,0,0,0,0,0,0
0,9000,50400,65000,DebtCon,Mgr,6,0,0,117.6,9,24,31.33641826,0,0,0,1,1,0,1,0,1
0,18500,38145,59415,HomeImp,Other,25,0,0,241.8973574,0,14,23.87079226,0,0,0,0,0,0,0,0,0
0,13100,82411,103833,HomeImp,Other,21,0,0,135.8630384,4,24,29.21582663,0,0,0,0,0,0,0,0,0
0,27200,101680,134864,DebtCon,Office,10,0,1,150.596198,0,29,40.88049467,0,0,0,0,0,0,0,0,0
0,12500,77100,90550,HomeImp,Office,4,0,0,173.4666667,1,26,39.74431431,0,0,1,0,0,0,0,0,1
0,10600,63245,82041,DebtCon,Office,3,1,3,184.5725782,3,29,38.21903431,0,0,0,0,0,0,0,0,0
0,21900,62387,113827,DebtCon,ProfExe,15,0,3,281.0591408,1,36,26.03170911,0,0,0,0,0,0,0,0,0
1,15300,49421,67343,DebtCon,Other,4,0,0,57.92941509,6,22,42.92961419,0,0,0,0,0,0,0,0,0
0,26400,128413,207302,DebtCon,ProfExe,9,0,0,228.0151316,3,26,17.87219518,0,0,0,0,0,0,0,0,0
1,7000,66000,86300,DebtCon,Other,3,1,1,242.4333333,0,8,14.07235376,0,0,0,0,0,0,0,0,1
0,5700,71556,79538,HomeImp,Other,2,0,0,92.64308456,0,15,41.21001247,0,0,0,0,0,0,0,0,0
0,10100,54873,73085,HomeImp,Other,5,0,1,252.2528926,1,16,38.7274173,0,0,0,0,0,0,0,0,0
0,10600,28264,86546,HomeImp,ProfExe,20,0,0,244.140509,0,11,24.20235008,0,0,0,0,0,0,0,0,0
0,12400,49264,57923,DebtCon,Other,0,0,0,182.0010415,2,13,27.00877688,0,0,0,0,0,0,0,0,0
0,23400,89427,106590,HomeImp,NotProvided,6,0,1,224.2413307,0,16,29.37165152,0,0,0,1,1,1,1,1,0
1,1800,28502,43034,HomeImp,Other,11,0,0,88.76602988,0,8,36.88489409,0,0,0,0,0,0,0,0,0
0,6600,74376,84855,DebtCon,NotProvided,3,0,0,163.0666667,0,9,20.0283535,0,0,0,1,1,1,1,1,0
0,10300,51787,86200,HomeImp,Other,17,0,0,203.7327626,0,16,34.43524605,0,0,0,0,0,0,0,0,0
1,50000,69400,163000,HomeImp,Other,1.3,0,1,103.1333333,3,13,43.06260476,0,0,0,0,0,0,1,0,1
0,22000,76367,103928,DebtCon,Other,20,0,0,202.578152,1,13,38.71719491,0,0,0,0,0,0,0,0,0
0,5100,62702,79784,HomeImp,Other,2,0,0,108.0725908,0,15,43.29013982,0,0,0,0,0,0,0,0,0
1,12500,55000,75393,DebtCon,Other,0.75,0,1,113.0333333,1,16,53.84821989,0,0,0,0,0,0,0,0,1
0,13700,73600,92000,DebtCon,ProfExe,9,1,2,347.9666667,1,42,31.27518252,0,0,0,0,0,0,1,0,1
0,18700,58498,90135,DebtCon,Office,30,0,0,199.1092723,0,21,33.18223949,0,0,0,0,0,0,0,0,0
1,15000,73500,105000,DebtCon,Other,1,0,2,205.9333333,2,25,34.98345933,0,0,0,0,0,0,0,0,1
0,11100,79226,88112,DebtCon,ProfExe,10,0,1,179.6482736,1,12,40.67090473,0,0,0,0,0,0,0,0,0
0,14700,10098,51653,DebtCon,ProfExe,3,0,0,302.652472,0,16,18.42392382,0,0,0,0,0,0,0,0,0
0,15900,42623,66458,DebtCon,ProfExe,4,0,0,146.8278924,1,12,30.28912983,0,0,0,0,0,0,0,0,0
0,69700,191972,294367,DebtCon,Self,10,0,0,230.7056134,2,25,28.20187051,0,0,0,0,0,0,0,0,0
0,12900,59191,72716,DebtCon,Other,2,0,0,175.170441,1,17,35.55817128,0,0,0,0,0,0,0,0,0
0,11400,84380,202186,HomeImp,Self,13,0,0,34.91437168,0,7,18.84034872,0,0,0,0,0,0,1,0,0
0,14600,54040,66442,DebtCon,Other,6,0,0,237.5992543,0,18,34.88343531,0,0,0,0,0,0,0,0,0
0,22400,93140,120977,DebtCon,Other,23,0,0,232.8554836,0,27,39.74431431,0,0,0,0,0,0,0,0,0
1,9300,38115,60493,DebtCon,Other,14,0,0,91.93263226,0,18,29.63360847,0,0,0,0,0,0,0,0,0
0,16500,8795,164000,HomeImp,Mgr,23,0,0,76.06666667,2,21,35.59895076,0,0,0,0,0,0,0,0,1
0,11000,106762,123138,DebtCon,NotProvided,2,0,0,131.0119157,0,25,32.80374334,0,0,0,0,0,0,0,0,0
0,20400,71841,94446,HomeImp,Other,6,0,0,184.82429,1,16,40.77586435,1,0,0,0,0,0,0,0,0
0,22300,65022,104766,DebtCon,Office,8,0,0,117.1618153,2,18,38.34866301,0,0,0,1,0,0,0,0,0
0,14000,43173,65985,HomeImp,ProfExe,5,0,0,215.9858947,3,18,37.14869173,0,0,0,0,0,0,0,0,0
0,12500,53354,79893,HomeImp,Office,10,2,0,249.4359543,1,29,35.02088579,0,0,0,0,0,0,0,0,0
0,43800,5884,64890,HomeImp,Office,16,0,0,309.8275477,0,19,16.16045086,0,0,1,0,0,0,0,0,0
0,22900,65017,88066,DebtCon,Other,3,0,0,93.55292753,1,29,32.01107938,0,0,0,0,0,0,0,0,0
0,14300,25947,41870,HomeImp,Other,0,0,0,314.4683435,0,8,27.60891892,1,0,0,0,0,0,0,0,0
0,6400,99131,125652,HomeImp,Other,8,0,4,419.3751538,1,50,42.24492757,0,0,0,1,1,0,0,0,0
0,20400,153958,195834,DebtCon,Other,9,0,0,113.4251457,1,15,31.13462438,0,0,0,0,0,1,0,0,0
0,13200,70069,88303,DebtCon,Other,3,0,0,240.8560165,2,25,29.06412827,0,0,0,0,0,0,0,0,0
0,17600,53707,80407,DebtCon,Other,17,1,0,185.9782208,0,21,36.49405393,0,0,0,0,0,0,0,0,0
0,12200,61302,90873,DebtCon,Other,2,0,0,35.97354161,1,4,39.97361315,0,0,0,0,0,0,0,0,0
0,9900,47865,88105,HomeImp,Other,18,0,0,203.0239914,0,17,34.55330539,0,0,0,0,0,0,0,0,0
0,16200,70000,95280,NotProvided,Other,20,0,0,194.4600162,1,10,33.12372818,1,0,1,0,0,0,0,0,0
0,8000,78720,86800,DebtCon,Other,0.1,4,0,199.8333333,0,4,29.41770877,0,0,0,0,0,1,0,0,1
0,6800,178559,247611,DebtCon,Sales,1,0,0,127.234141,0,22,42.08390168,0,0,1,0,0,0,0,0,0
0,9600,62405,69459,DebtCon,Other,0,0,2,86.43183174,2,18,36.26033127,0,0,0,0,0,0,0,0,0
0,13000,78766,106450,HomeImp,ProfExe,6,0,0,107.9513117,0,26,24.87099388,0,0,0,0,0,0,0,0,0
0,15500,116543,133986,DebtCon,NotProvided,17,0,0,164.6813583,1,18,37.57081963,0,0,0,0,0,0,0,0,0
0,29200,50105,83815,DebtCon,Other,21,0,0,188.2010286,0,26,35.59575067,0,0,0,0,0,0,0,0,0
0,14000,27872,48125,HomeImp,Other,10,0,0,115.6,1,10,36.55518895,0,0,0,0,0,0,0,0,1
0,11300,61810,79817,DebtCon,Office,6,0,0,98.2241442,1,14,25.52507894,0,0,0,0,0,0,0,0,0
1,28100,61000,99000,DebtCon,Mgr,7,0,1,129.1666667,1,31,42.62357404,0,0,0,0,0,0,0,0,1
0,17600,48487,65665,DebtCon,Other,6,0,0,100.1740038,2,15,43.76968491,0,0,0,0,0,0,0,0,0
0,7000,58128,93740,HomeImp,ProfExe,5,0,0,213.3630277,2,24,34.47530193,0,0,0,0,0,0,0,0,0
